state,name,candidate,party,total
Uttar Pradesh,Phulpur,MITHILESH KUMAR,IND,3114
Uttar Pradesh,Phulpur,MILAN MUKERJEE,IND,5652
Uttar Pradesh,Phulpur,None of the Above,NOTA,8424
Uttar Pradesh,Allahabad,KESHRI DEVI,BSP,162073
Uttar Pradesh,Allahabad,NAND GOPAL GUPTA NANDI,INC,102453
Uttar Pradesh,Allahabad,SHYAMA CHARAN GUPTA,BJP,313772
Uttar Pradesh,Allahabad,KUNWAR REWATI RAMAN SINGH ALIAS MANI,SP,251763
Uttar Pradesh,Allahabad,MOHD. AMEEN AZHAR ANSARI,QED,4426
Uttar Pradesh,Allahabad,ADARSH SHASTRI,AAAP,6439
Uttar Pradesh,Allahabad,GAYTRI PRASAD,BSCP,1293
Uttar Pradesh,Allahabad,CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI (ADVOCATE),BKSL,1221
Uttar Pradesh,Allahabad,NISTHA DEV MAURYA,PGSP,2181
Uttar Pradesh,Allahabad,MAHENDRA KUMAR,BMUP,4190
Uttar Pradesh,Allahabad,SHYAM SUNDAR DAS,ssrd,2115
Uttar Pradesh,Allahabad,RAJENDRA PRASAD,kajp,1730
Uttar Pradesh,Allahabad,WAHID ALI ALIAS WAJID ALI,RUC,2332
Uttar Pradesh,Allahabad,SANJAY ROBINSON,NAP,3315
Uttar Pradesh,Allahabad,AJEET KUMAR,IND,3388
Uttar Pradesh,Allahabad,DRAUPADI DEVI,IND,8321
Uttar Pradesh,Allahabad,PARMANAND,IND,3744
Uttar Pradesh,Allahabad,BRIJESH KUMAR,IND,1438
Uttar Pradesh,Allahabad,SHYAM CHARAN,IND,2593
Uttar Pradesh,Allahabad,SHIV PRASAD AGRAHARI,IND,4324
Uttar Pradesh,Allahabad,SHAILENDRA KUMAR PRAJAPATI,IND,1212
Uttar Pradesh,Allahabad,HIRA LAL,IND,1711
Uttar Pradesh,Allahabad,HANSRAJ,IND,1928
Uttar Pradesh,Allahabad,None of the Above,NOTA,3624
Uttar Pradesh,Barabanki,KAMLA PRASAD RAWAT,BSP,167150
Uttar Pradesh,Barabanki,P. L. PUNIA,INC,242336
Uttar Pradesh,Barabanki,PRIYANKA SINGH RAWAT,BJP,454214
Uttar Pradesh,Barabanki,RAJRANI RAWAT,SP,159284
Uttar Pradesh,Barabanki,KISHAN LAL,SHS,3261
Uttar Pradesh,Barabanki,P. C. KUREEL,INL,2560
Uttar Pradesh,Barabanki,DINESH CHANDRA GAUTAM,AAAP,3126
Uttar Pradesh,Barabanki,NITIN SINGH,NAP,1315
Uttar Pradesh,Barabanki,BABU LAL,MwSP,2035
Uttar Pradesh,Barabanki,MEDI LAL,BMUP,2171
Uttar Pradesh,Barabanki,RAJESH KUMAR VIDYARTHI,PECP,7980
Uttar Pradesh,Barabanki,ABHILAKH RAWAT,IND,3038
Uttar Pradesh,Barabanki,KHANJAN LAL,IND,7136
Uttar Pradesh,Barabanki,MAHESH,IND,3836
Uttar Pradesh,Barabanki,None of the Above,NOTA,8726
Uttar Pradesh,Faizabad,JITENDRA KUMAR SINGH (BABLU BHAIYA),BSP,141827
Uttar Pradesh,Faizabad,NIRMAL KHATRI,INC,129917
Uttar Pradesh,Faizabad,MITRASEN YADAV,SP,208986
Uttar Pradesh,Faizabad,LALLU SINGH,BJP,491761
Uttar Pradesh,Faizabad,JAI RAM SINGH JAI,LPSP,5702
Uttar Pradesh,Faizabad,NASREEN BANO,RUC,2678
Uttar Pradesh,Faizabad,MAKASUD ALI,PECP,5963
Uttar Pradesh,Faizabad,MAYURI TIWARI,AAAP,4795
Uttar Pradesh,Faizabad,RADHIKA PRASAD,ISSP,9055
Uttar Pradesh,Faizabad,RAM JANAM,MADP,6308
Uttar Pradesh,Faizabad,SHAILENDRA KUMAR SHUKLA,NAP,4187
Uttar Pradesh,Faizabad,None of the Above,NOTA,11537
Uttar Pradesh,Ambedkar Nagar,ASHOK SINGH,INC,22775
Uttar Pradesh,Ambedkar Nagar,RAKESH PANDEY,BSP,292675
Uttar Pradesh,Ambedkar Nagar,RAM MURTI VERMA,SP,234467
Uttar Pradesh,Ambedkar Nagar,HARI OM PANDEY,BJP,432104
Uttar Pradesh,Ambedkar Nagar,GOPAL NISHAD,SBSP,5792
Uttar Pradesh,Ambedkar Nagar,J.S. KASHYAP(JAHAR SINGH KASHYAP),BMUP,6896
Uttar Pradesh,Ambedkar Nagar,BALMUKUND DHURIYA,CPI(ML)(L),1942
Uttar Pradesh,Ambedkar Nagar,BRIJESH KUMAR,AAAP,3025
Uttar Pradesh,Ambedkar Nagar,RAM BAHAL VERMA,SPP,1137
Uttar Pradesh,Ambedkar Nagar,SREERAM,MBCOI,4138
Uttar Pradesh,Ambedkar Nagar,SURENDRA KUMAR,ARVP,2590
Uttar Pradesh,Ambedkar Nagar,SURESH KUMAR BAUDDH,MADP,7694
Uttar Pradesh,Ambedkar Nagar,TIGER RAMNIHOR PATEL,IND,7040
Uttar Pradesh,Ambedkar Nagar,VINOD KUMAR TIWARI,IND,4707
Uttar Pradesh,Ambedkar Nagar,None of the Above,NOTA,7422
Uttar Pradesh,Bahraich,"""COMANDO"" KAMAL KISHOR",INC,24421
Uttar Pradesh,Bahraich,DR.VIJAY KUMAR,BSP,96904
Uttar Pradesh,Bahraich,SHABBIR AHMAD,SP,336747
Uttar Pradesh,Bahraich,SADHVI SAVITRI BAI FOOLE,BJP,432392
Uttar Pradesh,Bahraich,JAGAT RAM,AAAP,8319
Uttar Pradesh,Bahraich,MADHAV,LD,2676
Uttar Pradesh,Bahraich,RAMASHANKER GOND,jhspt,5735
Uttar Pradesh,Bahraich,VINOD KUMAR,BMUP,3719
Uttar Pradesh,Bahraich,HIRA LAL RAO,ANC,4026
Uttar Pradesh,Bahraich,RAM NARESH,IND,5826
Uttar Pradesh,Bahraich,None of the Above,NOTA,13498
Uttar Pradesh,Kaiserganj,KRISHNA KUMAR OJHA,BSP,146726
Uttar Pradesh,Kaiserganj,BRIJ BHUSAN SHARAN SINGH,BJP,381500
Uttar Pradesh,Kaiserganj,MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP,INC,57401
Uttar Pradesh,Kaiserganj,VINOD KUMAR ALIAS  PANDIT SINGH,SP,303282
Uttar Pradesh,Kaiserganj,GOVIND PRASAD,SPP,5849
Uttar Pradesh,Kaiserganj,CHAMAN LAL KASAUNDHAN,LD,1822
Uttar Pradesh,Kaiserganj,NIRHU,CPIM,1466
Uttar Pradesh,Kaiserganj,NIHALUDDIN AHAMAD,AIPF,2119
Uttar Pradesh,Kaiserganj,RIZWAN AHMAD,AAAP,3710
Uttar Pradesh,Kaiserganj,JAMEER AHMAD,IND,3905
Uttar Pradesh,Kaiserganj,NISHANT KANCHAN,IND,3246
Uttar Pradesh,Kaiserganj,PRAHLAD  NATH MISHRA,IND,3867
Uttar Pradesh,Kaiserganj,MUNNI,IND,5245
Uttar Pradesh,Kaiserganj,RAMPHER  ALIAS  CHUNTI,IND,11366
Uttar Pradesh,Kaiserganj,None of the Above,NOTA,11853
Uttar Pradesh,Shrawasti,ATIQ AHMAD,SP,260051
Uttar Pradesh,Shrawasti,DADDAN MISHRA,BJP,345964
Uttar Pradesh,Shrawasti,LAL JI VERMA,BSP,194890
Uttar Pradesh,Shrawasti,VINAY KUMAR PANDEY ''''''''VINNU'''''''',INC,20006
Uttar Pradesh,Shrawasti,PRAKSH CHANDRA MISHRA,JSK,4489
Uttar Pradesh,Shrawasti,RATNESH,AAAP,2578
Uttar Pradesh,Shrawasti,RAM SUDHI,JSEP,2961
Uttar Pradesh,Shrawasti,RIZWAN ZAHEER,PECP,101817
Uttar Pradesh,Shrawasti,SAXSEN,SPP,3188
Uttar Pradesh,Shrawasti,ARJUN YADAV,IND,3730
Uttar Pradesh,Shrawasti,ARUN KUMAR,IND,10083
Uttar Pradesh,Shrawasti,TEJ BAHADUR,IND,3474
Uttar Pradesh,Shrawasti,RAM ADHAR,IND,6278
Uttar Pradesh,Shrawasti,VIJAY KUMAR,IND,5542
Uttar Pradesh,Shrawasti,None of the Above,NOTA,14587
Uttar Pradesh,Gonda,AKBAR AHMAD DUMPY,BSP,116178
Uttar Pradesh,Gonda,OM PRAKASH,CPI,18450
Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH,BJP,359639
Uttar Pradesh,Gonda,NANDITA SHUKLA,SP,199227
Uttar Pradesh,Gonda,BENI PRASAD VERMA,INC,102254
Uttar Pradesh,Gonda,AJAY  KUMAR  PRABHAKAR,BMUP,3200
Uttar Pradesh,Gonda,PREM KUMAR,MBCOI,1900
Uttar Pradesh,Gonda,MASOOD ALAM KHAN,PECP,42744
Uttar Pradesh,Gonda,MAHESH KUMAR,JPS,2555
Uttar Pradesh,Gonda,MASHOOQ AHMAD,AAAP,3358
Uttar Pradesh,Gonda,RAJENDRA PRASAD,SPP,1519
Uttar Pradesh,Gonda,RAJESH  KUMAR  MAURYA,SP(I),2199
Uttar Pradesh,Gonda,SATYA PRAKASH,SHS,4748
Uttar Pradesh,Gonda,TILAK RAM,IND,5374
Uttar Pradesh,Gonda,BRIJNANDAN TIWARI,IND,2395
Uttar Pradesh,Gonda,None of the Above,NOTA,7988
Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,BJP,298845
Uttar Pradesh,Domariyaganj,MATA PRASAD PANDEY,SP,174778
Uttar Pradesh,Domariyaganj,MUHAMMAD MUQEEM,BSP,195257
Uttar Pradesh,Domariyaganj,VASUNDHARA,INC,88117
Uttar Pradesh,Domariyaganj,HAMIDULLAH CHAUDHARY,NCP,7159
Uttar Pradesh,Domariyaganj,DR. MOHD. AYUB,PECP,99242
Uttar Pradesh,Domariyaganj,ARJUN SINGH,BMUP,9529
Uttar Pradesh,Domariyaganj,PINGLE PRASAD,S(J),5521
Uttar Pradesh,Domariyaganj,BADRE ALAM,AAAP,3174
Uttar Pradesh,Domariyaganj,MANOJ KUMAR,SBSP,2709
Uttar Pradesh,Domariyaganj,RAVI KUMAR,SPP,2535
Uttar Pradesh,Domariyaganj,DR. SATYENDRA  NATH PANDEY,AAMJP,9371
Uttar Pradesh,Domariyaganj,SANTRAM,BRABSVP,3238
Uttar Pradesh,Domariyaganj,KALI RAM,IND,4939
Uttar Pradesh,Domariyaganj,DIWAKAR PRASAD,IND,5123
Uttar Pradesh,Domariyaganj,MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA,IND,10952
Uttar Pradesh,Domariyaganj,RAM UGRAH,IND,7762
Uttar Pradesh,Domariyaganj,None of the Above,NOTA,6776
Uttar Pradesh,Basti,AMBIKA SINGH,INC,27673
Uttar Pradesh,Basti,"BRIJ KISHOR SINGH ""DIMPAL""",SP,324118
Uttar Pradesh,Basti,RAM PRASAD CHAUDHARY,BSP,283747
Uttar Pradesh,Basti,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,BJP,357680
Uttar Pradesh,Basti,ANAND RAJPAL,AAAP,8407
Uttar Pradesh,Basti,PURUSHOTTAM PANDEY,PECP,8172
Uttar Pradesh,Basti,BHAGWANDAS,BSP(K),3532
Uttar Pradesh,Basti,RAM KARAN ALIAS R.K. GAUTAM,BMUP,2803
Uttar Pradesh,Basti,SHIVPOOJAN RAJBHAR,SBSP,7063
Uttar Pradesh,Basti,SITA RAM,JPS,2240
Uttar Pradesh,Basti,ARUN KUMAR,IND,3587
Uttar Pradesh,Basti,KRISHNA  KUMAR UPADHYAY ADVOCATE,IND,4823
Uttar Pradesh,Basti,RAM SHANKAR GUPTA,IND,4521
Uttar Pradesh,Basti,None of the Above,NOTA,10168
Uttar Pradesh,Sant Kabir Nagar,BHAL CHANDRA YADAV,SP,240169
Uttar Pradesh,Sant Kabir Nagar,BHISM SHANKAR ALIAS KUSHAL TIWARI,BSP,250914
Uttar Pradesh,Sant Kabir Nagar,ROHIT KUMAR PANDEY,INC,22029
Uttar Pradesh,Sant Kabir Nagar,SHARAD TRIPATHI,BJP,348892
Uttar Pradesh,Sant Kabir Nagar,AFTAB ALAM KHAN,AAAP,7458
Uttar Pradesh,Sant Kabir Nagar,JANTRI LAL CHAUHAN,JPS,2439
Uttar Pradesh,Sant Kabir Nagar,JYOTI SINGH,BSP(K),1884
Uttar Pradesh,Sant Kabir Nagar,PREM PRAKASH,IPP,2155
Uttar Pradesh,Sant Kabir Nagar,SANT SIROMANI BABOOLAL YADAV MAHARAJ JI,SBSP,3900
Uttar Pradesh,Sant Kabir Nagar,MOHAMMAD ALI,PPI,4082
Uttar Pradesh,Sant Kabir Nagar,RAVIKANT,MBCOI,1721
Uttar Pradesh,Sant Kabir Nagar,RAJMANI,BMUP,5036
Uttar Pradesh,Sant Kabir Nagar,RAJARAM,PECP,69193
Uttar Pradesh,Sant Kabir Nagar,RAJENDRA KUMAR,RJPK,2278
Uttar Pradesh,Sant Kabir Nagar,LOTAN URF LAUTAN PRASAD,SSD,3618
Uttar Pradesh,Sant Kabir Nagar,SHABBEER HUSEN,jhspt,8993
Uttar Pradesh,Sant Kabir Nagar,APARNA,IND,11046
Uttar Pradesh,Sant Kabir Nagar,AMIT,IND,2796
Uttar Pradesh,Sant Kabir Nagar,KRIPANARAYAN RAI,IND,1215
Uttar Pradesh,Sant Kabir Nagar,KAILASH NATH BELDAR,IND,3181
Uttar Pradesh,Sant Kabir Nagar,JAIYANTRI PRASAD,IND,1335
Uttar Pradesh,Sant Kabir Nagar,MOHAMMAD IRFAN,IND,2164
Uttar Pradesh,Sant Kabir Nagar,SHAYAM LAL,IND,1477
Uttar Pradesh,Sant Kabir Nagar,SUBODH CHANDRA,IND,3061
Uttar Pradesh,Sant Kabir Nagar,SURENDRA KUMAR CHAUDHARY,IND,5866
Uttar Pradesh,Sant Kabir Nagar,None of the Above,NOTA,4747
Uttar Pradesh,Maharajganj,AKHILESH,SP,213974
Uttar Pradesh,Maharajganj,KASHI NATH SHUKLA,BSP,231084
Uttar Pradesh,Maharajganj,PANKAJ,BJP,471542
Uttar Pradesh,Maharajganj,HARSH VARDHAN,INC,57193
Uttar Pradesh,Maharajganj,ARAT KHARVAR,BMUP,3752
Uttar Pradesh,Maharajganj,KAVILAS,SBSP,5195
Uttar Pradesh,Maharajganj,MUMMATAJ,PECP,3582
Uttar Pradesh,Maharajganj,MANGAL LAL,LD,1491
Uttar Pradesh,Maharajganj,PASHUPATI NATH GUPTA,AAAP,3196
Uttar Pradesh,Maharajganj,RADHEYSHYAM,MBCOI,1961
Uttar Pradesh,Maharajganj,RAMSAMUJH,S(J),5001
Uttar Pradesh,Maharajganj,VIMLESH TRIPATHI,NAP,2339
Uttar Pradesh,Maharajganj,SHIVCHARAN,jhspt,3455
Uttar Pradesh,Maharajganj,SHREE AKHILESH KUMAR,ADUP,5422
Uttar Pradesh,Maharajganj,AJAYDHAR,IND,4079
Uttar Pradesh,Maharajganj,ANIL KUMAR SHAHANI,IND,15517
Uttar Pradesh,Maharajganj,GOVIND DAS,IND,4216
Uttar Pradesh,Maharajganj,TEJ PRATAP,IND,6131
Uttar Pradesh,Maharajganj,DAYARAM NISHAD,IND,4210
Uttar Pradesh,Maharajganj,DINESH KUMAR,IND,1671
Uttar Pradesh,Maharajganj,DINANATH,IND,2149
Uttar Pradesh,Maharajganj,RAKESH KUMAR GIRI,IND,2545
Uttar Pradesh,Maharajganj,RAKESH KUMAR GUPTA,IND,1828
Uttar Pradesh,Maharajganj,None of the Above,NOTA,4545
Uttar Pradesh,Gorakhpur,ASTBHUJA PRASAD TRIPATHI,INC,45719
Uttar Pradesh,Gorakhpur,ADITYANATH,BJP,539127
Uttar Pradesh,Gorakhpur,RAJMATI NISHAD,SP,226344
Uttar Pradesh,Gorakhpur,RAM BHUAL NISHAD,BSP,176412
Uttar Pradesh,Gorakhpur,INDRA DEO YADAVA,BSCP,2398
Uttar Pradesh,Gorakhpur,FAIZ AHAMAD FAIZI,PECP,5046
Uttar Pradesh,Gorakhpur,MUNNA,SWPI,4024
Uttar Pradesh,Gorakhpur,RAJIT MISHRA,NAP,1171
Uttar Pradesh,Gorakhpur,RAJESH,CPI(ML)(L),1873
Uttar Pradesh,Gorakhpur,RADHE MOHAN MISRA,AAAP,11873
Uttar Pradesh,Gorakhpur,MOHD. WASEEM KHAN,BMUP,2016
Uttar Pradesh,Gorakhpur,SUBASH KUMAR MAURYA,RJPK,2123
Uttar Pradesh,Gorakhpur,ACHHE LAL GUPTA,IND,5339
Uttar Pradesh,Gorakhpur,ASHOK,IND,4194
Uttar Pradesh,Gorakhpur,RAMKISHUN,IND,4387
Uttar Pradesh,Gorakhpur,None of the Above,NOTA,8153
Uttar Pradesh,Kushi Nagar,KUNWAR RATANJIT PRATAP NARAIN SINGH,INC,284511
Uttar Pradesh,Kushi Nagar,RAJESH PANDEY URF GUDDU,BJP,370051
Uttar Pradesh,Kushi Nagar,RADHE SHYAM SINGH,SP,111256
Uttar Pradesh,Kushi Nagar,DR. SANGAM MISHRA,BSP,132881
Uttar Pradesh,Kushi Nagar,AKHAND,AAAP,3802
Uttar Pradesh,Kushi Nagar,AMEERUDDIN,ADUP,3843
Uttar Pradesh,Kushi Nagar,ARVIND,S(J),3630
Uttar Pradesh,Kushi Nagar,KASHIM ALI,PECP,9024
Uttar Pradesh,Kushi Nagar,GOBARDHAN PRASAD,SP(I),1963
Uttar Pradesh,Kushi Nagar,JAHID,SBSP,2677
Uttar Pradesh,Kushi Nagar,BACHCHOOLAAL,MBCOI,2145
Uttar Pradesh,Kushi Nagar,MARKANDE,BMUP,4270
Uttar Pradesh,Kushi Nagar,RAMDHANEE,DNP,5485
Uttar Pradesh,Kushi Nagar,RAMPRATAP,JD(U),4806
Uttar Pradesh,Kushi Nagar,None of the Above,NOTA,10102
Uttar Pradesh,Deoria,KALRAJ MISHRA,BJP,496500
Uttar Pradesh,Deoria,NIYAJ AHMAD,BSP,231114
Uttar Pradesh,Deoria,BALESHWAR YADAV,SP,150852
Uttar Pradesh,Deoria,SABHA KUNWAR,INC,37752
Uttar Pradesh,Deoria,AROON KUMAR TRIPATHI,AAAP,4952
Uttar Pradesh,Deoria,AWADH KISHOR NIGAM,ARVP,1153
Uttar Pradesh,Deoria,INTZARUL,BMUP,1833
Uttar Pradesh,Deoria,UMESH,SBSP,4343
Uttar Pradesh,Deoria,RAJU,MOP,5406
Uttar Pradesh,Deoria,RAM PRAVESH,BED,6408
Uttar Pradesh,Deoria,RAM PREET,MBCOI,1906
Uttar Pradesh,Deoria,VED PRAKASH MALL,JD(U),1916
Uttar Pradesh,Deoria,SHYAM SUNDAR,PECP,5130
Uttar Pradesh,Deoria,BARKHA KINNAR,IND,4124
Uttar Pradesh,Deoria,HEMANT KISHOR SRIVASTAVA,IND,5763
Uttar Pradesh,Deoria,None of the Above,NOTA,12405
Uttar Pradesh,Bansgaon,KAMLESH PASWAN,BJP,417959
Uttar Pradesh,Bansgaon,GORAKH PRASAD PASWAN,SP,133675
Uttar Pradesh,Bansgaon,SADAL PRASAD,BSP,228443
Uttar Pradesh,Bansgaon,SANJAI KUMAR,INC,50675
Uttar Pradesh,Bansgaon,ARJUN PRASAD RAW,BaSaP,2896
Uttar Pradesh,Bansgaon,CHANDRIKA PRASAD BHARATI,RJPK,1327
Uttar Pradesh,Bansgaon,RAMNARESH,ISSP,2963
Uttar Pradesh,Bansgaon,RAMNIVAS  PASWAN,AAAP,5236
Uttar Pradesh,Bansgaon,RAMPRIT JAKHMEE,BMUP,3080
Uttar Pradesh,Bansgaon,LALCHAND PRASAD JATAV,ASP,9769
Uttar Pradesh,Bansgaon,KUNJAWATI,IND,4346
Uttar Pradesh,Bansgaon,SHEO SHANKAR,IND,4013
Uttar Pradesh,Bansgaon,None of the Above,NOTA,13495
Uttar Pradesh,Lalganj,NEELAM SONKAR,BJP,324016
Uttar Pradesh,Lalganj,DR. BALIRAM,BSP,233971
Uttar Pradesh,Lalganj,BALIHARI BABU,INC,21832
Uttar Pradesh,Lalganj,BECHAI SAROJ,SP,260930
Uttar Pradesh,Lalganj,HARIPRASAD SONKAR,CPI,10523
Uttar Pradesh,Lalganj,JIYA LAL,AAAP,5668
Uttar Pradesh,Lalganj,DINESH KUMAR,Aa S P,1733
Uttar Pradesh,Lalganj,PRADEEP KUMAR,RUC,14368
Uttar Pradesh,Lalganj,LAL BAHADUR,BMUP,1911
Uttar Pradesh,Lalganj,SHRIPATI,QED,4620
Uttar Pradesh,Lalganj,SUKHANAYAN,JSEP,1398
Uttar Pradesh,Lalganj,ACHCHHELAL,IND,4536
Uttar Pradesh,Lalganj,AVADHESH,IND,2129
Uttar Pradesh,Lalganj,JANGBAHADUR,IND,3307
Uttar Pradesh,Lalganj,None of the Above,NOTA,7713
Uttar Pradesh,Azamgarh,ARVIND KUMAR JAISWAL,INC,17950
Uttar Pradesh,Azamgarh,MULAYAM SINGH YADAV,SP,340306
Uttar Pradesh,Azamgarh,RAMAKANT YADAV,BJP,277102
Uttar Pradesh,Azamgarh,SHAH ALAM ALIAS GUDDU JAMALI,BSP,266528
Uttar Pradesh,Azamgarh,M. AMIR RASHADI,RUC,13271
Uttar Pradesh,Azamgarh,KIRAN SHARAMA,BSCP,1298
Uttar Pradesh,Azamgarh,DURG VIJAY YADAV,BMUP,1566
Uttar Pradesh,Azamgarh,PRAKASH CHANDRA,ssrd,2103
Uttar Pradesh,Azamgarh,MADAN,AITC,5207
Uttar Pradesh,Azamgarh,RAJDHARI RAJBHAR,MOSP,1695
Uttar Pradesh,Azamgarh,RAJESH YADAV,AAAP,3082
Uttar Pradesh,Azamgarh,SANJAY KUMAR CHATURVEDI,ISSP,4051
Uttar Pradesh,Azamgarh,SANTOSH KUMAR GAUTAM,MwSP,3866
Uttar Pradesh,Azamgarh,PRAMOD SINGH,IND,3752
Uttar Pradesh,Azamgarh,RAM SINGH CHAUHAN,IND,2507
Uttar Pradesh,Azamgarh,SHAMSHAD AHMAD,IND,4875
Uttar Pradesh,Azamgarh,SUGRIV CHAUHAN,IND,1882
Uttar Pradesh,Azamgarh,SANJAY CHAUHAN,IND,3517
Uttar Pradesh,Azamgarh,None of the Above,NOTA,5660
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH ANJAAN,CPI,18162
Uttar Pradesh,Ghosi,DARA SINGH CHAUHAN,BSP,233782
Uttar Pradesh,Ghosi,RAJEEV KUMAR RAI,SP,165887
Uttar Pradesh,Ghosi,RASHTRA KUNWAR SINGH,INC,19315
Uttar Pradesh,Ghosi,HARINARAYAN RAJBHAR,BJP,379797
Uttar Pradesh,Ghosi,BADRI NATH YADAV,RaCP,7650
Uttar Pradesh,Ghosi,MANISH KUMAR RAI,AAAP,4188
Uttar Pradesh,Ghosi,MOKHTAR ANSARI,QED,166443
Uttar Pradesh,Ghosi,RAVI SHANKAR BHARAT,JaRaP,2543
Uttar Pradesh,Ghosi,RAJKUMAR CHAUHAN,JPS,2246
Uttar Pradesh,Ghosi,VIJAY KUMAR UPADHYAY,RKSP,3826
Uttar Pradesh,Ghosi,DR. SHAMEEM ABIDI,PECP,7581
Uttar Pradesh,Ghosi,HARINATH,NAP,1786
Uttar Pradesh,Ghosi,HARISH CHANDRA,RJPK,4130
Uttar Pradesh,Ghosi,HEMANT KUMAR,BaSaP,2949
Uttar Pradesh,Ghosi,DOODHNATH CHAUHAN,IND,8163
Uttar Pradesh,Ghosi,VISHUN DAYAL,IND,2721
Uttar Pradesh,Ghosi,SURYA KUMAR,IND,4030
Uttar Pradesh,Ghosi,None of the Above,NOTA,4457
Uttar Pradesh,Salempur,DR.BHOLA PANDEY,INC,41890
Uttar Pradesh,Salempur,RAVINDRA KUSHAWAHA,BJP,392213
Uttar Pradesh,Salempur,"RAVI SHANKER SINGH""PAPPU""",BSP,159871
Uttar Pradesh,Salempur,HARIBANSH SAHAI KUSHWAHA,SP,159688
Uttar Pradesh,Salempur,ONKAR SINGH,SaSaP,4947
Uttar Pradesh,Salempur,OM PRAKASH RAJBHAR,SBSP,66084
Uttar Pradesh,Salempur,CHANDRA PRATAP SINGH,AAAP,4263
Uttar Pradesh,Salempur,FIROZ AKHTAR,RUC,1507
Uttar Pradesh,Salempur,SHRIRAM CHAUDHARY,CPI(ML)(L),3572
Uttar Pradesh,Salempur,DR SANJAY KR. SINGH,JD(U),1675
Uttar Pradesh,Salempur,RAM KRIPAL,IND,4377
Uttar Pradesh,Salempur,SIYARAM DAS,IND,2709
Uttar Pradesh,Salempur,SUSHANT RAJ PATHAK,IND,3631
Uttar Pradesh,Salempur,None of the Above,NOTA,8322
Uttar Pradesh,Ballia,NEERAJ SHEKHAR,SP,220324
Uttar Pradesh,Ballia,BHARAT SINGH,BJP,359758
Uttar Pradesh,Ballia,VIRENDRA KUMAR PATHAK,BSP,141684
Uttar Pradesh,Ballia,SUDHA RAI,INC,13501
Uttar Pradesh,Ballia,AFZAL ANSARI,QED,163943
Uttar Pradesh,Ballia,AVADHESH VERMA,BMUP,2529
Uttar Pradesh,Ballia,COL(RETD) BHARAT SINGH SHAURYA CHAKRA,AAAP,3297
Uttar Pradesh,Ballia,MANNU YADAV,NAP,980
Uttar Pradesh,Ballia,RAMJI,BSD,1096
Uttar Pradesh,Ballia,RAMROOP,jhspt,6435
Uttar Pradesh,Ballia,SUCHIT GOND,GGP,2506
Uttar Pradesh,Ballia,BHOLA NATH,IND,2815
Uttar Pradesh,Ballia,MANISH,IND,6166
Uttar Pradesh,Ballia,MANOJ,IND,6833
Uttar Pradesh,Ballia,SHESHNATH,IND,3674
Uttar Pradesh,Ballia,None of the Above,NOTA,6670
Uttar Pradesh,Jaunpur,KRISHNA PRATAP ''''''''K.P.'''''''',BJP,367149
Uttar Pradesh,Jaunpur,PARASNATH YADAV,SP,180003
Uttar Pradesh,Jaunpur,RAVI KISHAN,INC,42759
Uttar Pradesh,Jaunpur,SUBHASH PANDEY,BSP,220839
Uttar Pradesh,Jaunpur,ANUPATI RAM YADAV,BMUP,4026
Uttar Pradesh,Jaunpur,ARVIND,SBSP,2204
Uttar Pradesh,Jaunpur,GULAB CHAND DUBEY,SHS,1751
Uttar Pradesh,Jaunpur,PRAMOD KUMAR ALIAS PRAMOD BHAI PATEL,SPP,7206
Uttar Pradesh,Jaunpur,PREMCHAND BIND,PMSP,6814
Uttar Pradesh,Jaunpur,DR. K. P. YADAV,AAAP,43471
Uttar Pradesh,Jaunpur,RAVISHANKAR MAURYA,SUCI,2608
Uttar Pradesh,Jaunpur,RAJESH PRAJAPATI,SaDa,2329
Uttar Pradesh,Jaunpur,SHAHABUDDIN,RUC,19636
Uttar Pradesh,Jaunpur,SARFARAJ,PECP,2064
Uttar Pradesh,Jaunpur,ANIL KUMAR SINGH,IND,2694
Uttar Pradesh,Jaunpur,JOGENDRA PRASAD,IND,7281
Uttar Pradesh,Jaunpur,DHANANJAY SINGH,IND,64137
Uttar Pradesh,Jaunpur,YOGISH CHANDRA DUBEY,IND,2773
Uttar Pradesh,Jaunpur,RAVIKANT YADAV,IND,20832
Uttar Pradesh,Jaunpur,VIMAL KUMAR YADAV,IND,2109
Uttar Pradesh,Jaunpur,DR. SANJIVAN BIND,IND,1863
Uttar Pradesh,Jaunpur,None of the Above,NOTA,2595
Uttar Pradesh,Machhlishahr,TUFANI,SP,191387
Uttar Pradesh,Machhlishahr,TUFANI NISHAD,INC,36275
Uttar Pradesh,Machhlishahr,BHOLANATH ALIAS B.P. SAROJ,BSP,266055
Uttar Pradesh,Machhlishahr,RAM CHARITRA NISHAD,BJP,438210
Uttar Pradesh,Machhlishahr,SUBAS CHANDRA,CPI,18777
Uttar Pradesh,Machhlishahr,RAJ ALIAS VIRENDRA KUMAR SONKAR,AAAP,9223
Uttar Pradesh,Machhlishahr,RAJESH,JD(U),1552
